Player_Names,Country,Start_Year,End_Year,Matches,Innings,Not_Out,Total_Runs,Highest_Score,Batting_Average,100's,50's,0,Career_Span,HS_num,Photos,contry link,country board
JG Wright ,New Zealand,1978,1993,82,148,7,5334,185,37.82,12,23,7,15,185,,https://vemaps.com/uploads/img/nz-03.png,https://upload.wikimedia.org/wikipedia/en/1/19/Logo_of_cricket_New_zealand_Team.png
MJ Slater ,Australia,1993,2001,74,131,7,5312,219,42.83,14,21,9,8,219,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
N Kapil Dev ,India,1978,1994,131,184,15,5248,163,31.05,8,27,16,16,163,,https://vemaps.com/uploads/img/in-04.png,https://upload.wikimedia.org/wikipedia/commons/4/45/Board_of_Control_for_Cricket_in_India_Logo_%282024%29.svg
WM Lawry ,Australia,1961,1971,67,123,12,5234,210,47.15,13,27,6,10,210,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
Misbah-ul-Haq ,Pakistan,2001,2017,75,132,20,5222,161*,46.62,10,39,9,16,161,,https://vemaps.com/uploads/img/pk-03.png,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTQfSMgRVKQWOxGyuGForkjZxIa7No87V-iQQ&s
IT Botham ,England,1977,1992,102,161,6,5200,208,33.54,14,22,14,15,208,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
JH Edrich ,England,1963,1976,77,127,9,5138,310*,43.54,12,24,6,13,310,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
Tamim Iqbal ,Bangladesh,2008,2023,70,134,2,5134,206,38.89,10,31,11,15,206,,https://vemaps.com/uploads/img/bd-03.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/Bangladesh_Cricket_Board_Logo.svg/1280px-Bangladesh_Cricket_Board_Logo.svg.png
A Ranatunga ,Sri Lanka,1982,2000,93,155,12,5105,135*,35.69,4,38,12,18,135,,https://vemaps.com/uploads/img/lk-04.png,https://static.wikia.nocookie.net/internationalcricket/images/8/8c/Sri_Lanka_Cricket.png/revision/latest?cb=20211015140839
AM Rahane ,India,2013,2023,85,144,12,5077,188,38.46,12,26,10,10,188,,https://vemaps.com/uploads/img/in-04.png,https://upload.wikimedia.org/wikipedia/commons/4/45/Board_of_Control_for_Cricket_in_India_Logo_%282024%29.svg
Zaheer Abbas ,Pakistan,1969,1985,78,124,11,5062,274,44.79,12,20,10,16,274,,https://vemaps.com/uploads/img/pk-03.png,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTQfSMgRVKQWOxGyuGForkjZxIa7No87V-iQQ&s
TW Graveney ,England,1951,1969,79,123,13,4882,258,44.38,11,20,8,18,258,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
MS Dhoni ,India,2005,2014,90,144,16,4876,224,38.09,6,33,10,9,224,,https://vemaps.com/uploads/img/in-04.png,https://upload.wikimedia.org/wikipedia/commons/4/45/Board_of_Control_for_Cricket_in_India_Logo_%282024%29.svg
RB Simpson ,Australia,1957,1978,62,111,7,4869,311,46.81,10,27,8,21,311,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
A Flower ,Zimbabwe,1992,2002,63,112,19,4794,232*,51.54,12,27,5,10,232,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRz4xNxBxpF61scy0Ihd3Ac0b8vIprWBdgVeA&s,https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Zimbabwe_Cricket_%28logo%29.svg/1280px-Zimbabwe_Cricket_%28logo%29.svg.png
BKG Mendis ,Sri Lanka,2015,2025,73,135,6,4757,245,36.87,10,22,14,10,245,,https://vemaps.com/uploads/img/lk-04.png,https://static.wikia.nocookie.net/internationalcricket/images/8/8c/Sri_Lanka_Cricket.png/revision/latest?cb=20211015140839
IR Redpath ,Australia,1964,1976,66,120,11,4737,171,43.45,8,31,9,12,171,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
NJ Astle ,New Zealand,1996,2006,81,137,10,4702,222,37.02,11,24,11,10,222,,https://vemaps.com/uploads/img/nz-03.png,https://upload.wikimedia.org/wikipedia/en/1/19/Logo_of_cricket_New_zealand_Team.png
Asad Shafiq ,Pakistan,2010,2020,77,128,6,4660,137,38.19,12,27,13,10,137,,https://vemaps.com/uploads/img/pk-03.png,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTQfSMgRVKQWOxGyuGForkjZxIa7No87V-iQQ&s
AJ Lamb ,England,1982,1992,79,139,10,4656,142,36.09,14,18,9,10,142,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
Mominul Haque ,Bangladesh,2013,2025,73,136,10,4627,181,36.72,13,22,18,12,181,,https://vemaps.com/uploads/img/bd-03.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/Bangladesh_Cricket_Board_Logo.svg/1280px-Bangladesh_Cricket_Board_Logo.svg.png
Shakib Al Hasan ,Bangladesh,2007,2024,71,130,8,4609,217,37.77,5,31,6,17,217,,https://vemaps.com/uploads/img/bd-03.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/Bangladesh_Cricket_Board_Logo.svg/1280px-Bangladesh_Cricket_Board_Logo.svg.png
H Sutcliffe ,England,1924,1935,54,84,9,4555,194,60.73,16,23,2,11,194,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
DJ Cullinan ,South Africa,1993,2001,70,115,12,4554,275*,44.21,14,20,10,8,275,,https://vemaps.com/uploads/img/za-03.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Southafrica_cricket_logo.svg/1280px-Southafrica_cricket_logo.svg.png
HP Tillakaratne ,Sri Lanka,1989,2004,83,131,25,4545,204*,42.87,11,20,9,15,204,,https://vemaps.com/uploads/img/lk-04.png,https://static.wikia.nocookie.net/internationalcricket/images/8/8c/Sri_Lanka_Cricket.png/revision/latest?cb=20211015140839
PBH May ,England,1951,1961,66,106,9,4537,285*,46.77,13,22,8,10,285,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
DL Vettori ,New Zealand,1997,2014,113,174,23,4531,140,30,6,23,20,17,140,,https://vemaps.com/uploads/img/nz-03.png,https://upload.wikimedia.org/wikipedia/en/1/19/Logo_of_cricket_New_zealand_Team.png
ER Dexter ,England,1958,1968,62,102,8,4502,205,47.89,9,27,6,10,205,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
ED Weekes ,West Indies,1948,1958,48,81,5,4455,207,58.61,15,19,6,10,207,,https://cdn.britannica.com/05/5105-050-047187C4/West-Indies.jpg,https://upload.wikimedia.org/wikipedia/en/9/9b/Cricket_West_Indies_Logo_2017.png
M Labuschagne ,Australia,2018,2025,58,104,8,4435,215,46.19,11,23,4,7,215,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
KJ Hughes ,Australia,1977,1984,70,124,6,4415,213,37.41,9,22,10,7,213,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
MW Gatting ,England,1978,1995,79,138,14,4409,207,35.55,10,21,16,17,207,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
DR Martyn ,Australia,1992,2006,67,109,14,4406,165,46.37,13,23,7,14,165,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
AI Kallicharran ,West Indies,1972,1981,66,109,10,4399,187,44.43,12,21,10,9,187,,https://cdn.britannica.com/05/5105-050-047187C4/West-Indies.jpg,https://upload.wikimedia.org/wikipedia/en/9/9b/Cricket_West_Indies_Logo_2017.png
APE Knott ,England,1967,1981,95,149,15,4389,135,32.75,5,30,8,14,135,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
M Amarnath ,India,1969,1988,69,113,10,4378,138,42.5,11,24,12,19,138,,https://vemaps.com/uploads/img/in-04.png,https://upload.wikimedia.org/wikipedia/commons/4/45/Board_of_Control_for_Cricket_in_India_Logo_%282024%29.svg
Babar Azam ,Pakistan,2016,2025,61,112,9,4366,196,42.38,9,30,8,9,196,,https://vemaps.com/uploads/img/pk-03.png,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTQfSMgRVKQWOxGyuGForkjZxIa7No87V-iQQ&s
IA Healy ,Australia,1988,1999,119,182,23,4356,161*,27.39,4,22,18,11,161,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
RC Fredericks ,West Indies,1968,1977,59,109,7,4334,169,42.49,8,26,7,9,169,,https://cdn.britannica.com/05/5105-050-047187C4/West-Indies.jpg,https://upload.wikimedia.org/wikipedia/en/9/9b/Cricket_West_Indies_Logo_2017.png
RG Sharma ,India,2013,2024,67,116,10,4301,212,40.57,12,18,6,11,212,,https://vemaps.com/uploads/img/in-04.png,https://upload.wikimedia.org/wikipedia/commons/4/45/Board_of_Control_for_Cricket_in_India_Logo_%282024%29.svg
MA Butcher ,England,1997,2004,71,131,7,4288,173*,34.58,8,23,10,7,173,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
PD Collingwood ,England,2003,2011,68,115,10,4259,206,40.56,10,20,6,8,206,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
RA Smith ,England,1988,1996,62,112,15,4236,175,43.67,9,28,8,8,175,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
SM Katich ,Australia,2001,2010,56,99,6,4188,157,45.03,10,25,4,9,157,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
F du Plessis ,South Africa,2012,2021,69,118,14,4163,199,40.02,10,21,9,9,199,,https://vemaps.com/uploads/img/za-03.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Southafrica_cricket_logo.svg/1280px-Southafrica_cricket_logo.svg.png
G Gambhir ,India,2004,2016,58,104,5,4154,206,41.95,9,22,7,12,206,,https://vemaps.com/uploads/img/in-04.png,https://upload.wikimedia.org/wikipedia/commons/4/45/Board_of_Control_for_Cricket_in_India_Logo_%282024%29.svg
DM de Silva ,Sri Lanka,2016,2025,65,115,9,4133,173,38.99,12,19,10,9,173,,https://vemaps.com/uploads/img/lk-04.png,https://static.wikia.nocookie.net/internationalcricket/images/8/8c/Sri_Lanka_Cricket.png/revision/latest?cb=20211015140839
Mudassar Nazar ,Pakistan,1976,1989,76,116,8,4114,231,38.09,10,17,7,13,231,,https://vemaps.com/uploads/img/pk-03.png,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTQfSMgRVKQWOxGyuGForkjZxIa7No87V-iQQ&s
MJ Prior ,England,2007,2014,79,123,21,4099,131*,40.18,7,28,13,7,131,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
Saeed Anwar ,Pakistan,1990,2001,55,91,2,4052,188*,45.52,11,25,8,11,188,,https://vemaps.com/uploads/img/pk-03.png,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTQfSMgRVKQWOxGyuGForkjZxIa7No87V-iQQ&s
RA Jadeja ,India,2012,2025,87,129,26,3990,175*,38.73,6,27,8,13,175,,https://vemaps.com/uploads/img/in-04.png,https://upload.wikimedia.org/wikipedia/commons/4/45/Board_of_Control_for_Cricket_in_India_Logo_%282024%29.svg
KL Rahul ,India,2014,2025,65,114,5,3985,199,36.55,11,20,9,11,199,,https://vemaps.com/uploads/img/in-04.png,https://upload.wikimedia.org/wikipedia/commons/4/45/Board_of_Control_for_Cricket_in_India_Logo_%282024%29.svg
M Vijay ,India,2008,2018,61,105,1,3982,167,38.28,12,15,8,10,167,,https://vemaps.com/uploads/img/in-04.png,https://upload.wikimedia.org/wikipedia/commons/4/45/Board_of_Control_for_Cricket_in_India_Logo_%282024%29.svg
TM Head ,Australia,2018,2025,60,101,6,3963,175,41.71,9,20,7,7,175,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
Majid Khan ,Pakistan,1964,1983,63,106,5,3931,167,38.92,8,19,9,19,167,,https://vemaps.com/uploads/img/pk-03.png,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTQfSMgRVKQWOxGyuGForkjZxIa7No87V-iQQ&s
MN Samuels ,West Indies,2000,2016,71,127,7,3917,260,32.64,7,24,14,16,260,,https://cdn.britannica.com/05/5105-050-047187C4/West-Indies.jpg,https://upload.wikimedia.org/wikipedia/en/9/9b/Cricket_West_Indies_Logo_2017.png
Hanif Mohammad ,Pakistan,1952,1969,55,97,8,3915,337,43.98,12,15,5,17,337,,https://vemaps.com/uploads/img/pk-03.png,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTQfSMgRVKQWOxGyuGForkjZxIa7No87V-iQQ&s
FMM Worrell ,West Indies,1948,1963,51,87,9,3860,261,49.48,9,22,11,15,261,,https://cdn.britannica.com/05/5105-050-047187C4/West-Indies.jpg,https://upload.wikimedia.org/wikipedia/en/9/9b/Cricket_West_Indies_Logo_2017.png
A Flintoff ,England,1998,2009,79,130,9,3845,167,31.77,5,26,17,11,167,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
IJL Trott ,England,2009,2015,52,93,6,3835,226,44.08,9,19,8,6,226,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
RJ Shastri ,India,1981,1992,80,121,14,3830,206,35.79,11,12,9,11,206,,https://vemaps.com/uploads/img/in-04.png,https://upload.wikimedia.org/wikipedia/commons/4/45/Board_of_Control_for_Cricket_in_India_Logo_%282024%29.svg
Imran Khan ,Pakistan,1971,1992,88,126,25,3807,136,37.69,6,18,8,21,136,,https://vemaps.com/uploads/img/pk-03.png,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTQfSMgRVKQWOxGyuGForkjZxIa7No87V-iQQ&s
CL Walcott ,West Indies,1948,1960,44,74,7,3798,220,56.68,15,14,1,12,220,,https://cdn.britannica.com/05/5105-050-047187C4/West-Indies.jpg,https://upload.wikimedia.org/wikipedia/en/9/9b/Cricket_West_Indies_Logo_2017.png
BJ Watling ,New Zealand,2009,2021,75,117,16,3790,205,37.52,8,19,10,12,205,,https://vemaps.com/uploads/img/nz-03.png,https://upload.wikimedia.org/wikipedia/en/1/19/Logo_of_cricket_New_zealand_Team.png
SM Pollock ,South Africa,1995,2008,108,156,39,3781,111,32.31,2,16,9,13,111,,https://vemaps.com/uploads/img/za-03.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Southafrica_cricket_logo.svg/1280px-Southafrica_cricket_logo.svg.png
SR Watson ,Australia,2005,2015,59,109,3,3731,176,35.19,4,24,6,10,176,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
WJ Cronje ,South Africa,1992,2000,68,111,9,3714,135,36.41,6,23,11,8,135,,https://vemaps.com/uploads/img/za-03.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Southafrica_cricket_logo.svg/1280px-Southafrica_cricket_logo.svg.png
T Bavuma ,South Africa,2014,2025,64,110,13,3708,172,38.22,4,25,10,11,172,,https://vemaps.com/uploads/img/za-03.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Southafrica_cricket_logo.svg/1280px-Southafrica_cricket_logo.svg.png
AG Prince ,South Africa,2002,2011,66,104,16,3665,162*,41.64,11,11,7,9,162,,https://vemaps.com/uploads/img/za-03.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Southafrica_cricket_logo.svg/1280px-Southafrica_cricket_logo.svg.png
SCJ Broad ,England,2007,2023,167,244,41,3662,169,18.03,1,13,39,16,169,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
Mohammad Hafeez ,Pakistan,2003,2018,55,105,8,3652,224,37.64,10,12,8,15,224,,https://vemaps.com/uploads/img/pk-03.png,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTQfSMgRVKQWOxGyuGForkjZxIa7No87V-iQQ&s
Mushtaq Mohammad ,Pakistan,1959,1979,57,100,7,3643,201,39.17,10,19,4,20,201,,https://vemaps.com/uploads/img/pk-03.png,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTQfSMgRVKQWOxGyuGForkjZxIa7No87V-iQQ&s
RW Marsh ,Australia,1970,1984,96,150,13,3633,132,26.51,3,16,12,14,132,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
DM Jones ,Australia,1984,1992,52,89,11,3631,216,46.55,11,14,11,8,216,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
PR Umrigar ,India,1948,1962,59,94,8,3631,223,42.22,12,14,5,14,223,,https://vemaps.com/uploads/img/in-04.png,https://upload.wikimedia.org/wikipedia/commons/4/45/Board_of_Control_for_Cricket_in_India_Logo_%282024%29.svg
DL Amiss ,England,1966,1977,50,88,10,3612,262*,46.3,11,11,10,11,262,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
OJ Pope ,England,2018,2025,61,107,5,3607,205,35.36,9,16,5,7,205,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
AW Greig ,England,1972,1977,58,93,4,3599,148,40.43,8,20,5,5,148,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
Asif Iqbal ,Pakistan,1964,1980,58,99,7,3575,175,38.85,11,12,9,16,175,,https://vemaps.com/uploads/img/pk-03.png,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTQfSMgRVKQWOxGyuGForkjZxIa7No87V-iQQ&s
DM Bravo ,West Indies,2010,2020,56,102,5,3538,218,36.47,8,17,5,10,218,,https://cdn.britannica.com/05/5105-050-047187C4/West-Indies.jpg,https://upload.wikimedia.org/wikipedia/en/9/9b/Cricket_West_Indies_Logo_2017.png
AR Morris ,Australia,1946,1955,46,79,3,3533,206,46.48,12,12,4,9,206,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
EH Hendren ,England,1920,1935,51,83,9,3525,205*,47.63,7,21,4,15,205,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
R Ashwin ,India,2011,2024,106,151,15,3503,124,25.75,6,14,9,13,124,,https://vemaps.com/uploads/img/in-04.png,https://upload.wikimedia.org/wikipedia/commons/4/45/Board_of_Control_for_Cricket_in_India_Logo_%282024%29.svg
B Mitchell ,South Africa,1929,1949,42,80,9,3471,189*,48.88,8,21,3,20,189,,https://vemaps.com/uploads/img/za-03.png,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Southafrica_cricket_logo.svg/1280px-Southafrica_cricket_logo.svg.png
GW Flower ,Zimbabwe,1992,2004,67,123,6,3457,201*,29.54,6,15,16,12,201,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRz4xNxBxpF61scy0Ihd3Ac0b8vIprWBdgVeA&s,https://upload.wikimedia.org/wikipedia/en/thumb/4/48/Zimbabwe_Cricket_%28logo%29.svg/1280px-Zimbabwe_Cricket_%28logo%29.svg.png
BE Congdon ,New Zealand,1965,1978,61,114,7,3448,176,32.22,7,19,9,13,176,,https://vemaps.com/uploads/img/nz-03.png,https://upload.wikimedia.org/wikipedia/en/1/19/Logo_of_cricket_New_zealand_Team.png
JR Reid ,New Zealand,1949,1965,58,108,5,3428,142,33.28,6,22,5,16,142,,https://vemaps.com/uploads/img/nz-03.png,https://upload.wikimedia.org/wikipedia/en/1/19/Logo_of_cricket_New_zealand_Team.png
RR Pant ,India,2018,2025,47,82,5,3427,159*,44.5,8,18,3,7,159,,https://vemaps.com/uploads/img/in-04.png,https://upload.wikimedia.org/wikipedia/commons/4/45/Board_of_Control_for_Cricket_in_India_Logo_%282024%29.svg
C Hill ,Australia,1896,1912,49,89,2,3412,191,39.21,7,19,9,16,191,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
GA Hick ,England,1991,2001,65,114,6,3383,178,31.32,6,18,11,10,178,,https://vemaps.com/uploads/img/big/gb-03.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/England_and_Wales_Cricket_Board.svg/960px-England_and_Wales_Cricket_Board.svg.png
GM Wood ,Australia,1978,1988,59,112,6,3374,172,31.83,9,13,9,10,172,,https://vemaps.com/uploads/img/au-03.png,https://upload.wikimedia.org/wikipedia/en/3/3f/Cricket_Australia.png
PJL Dujon ,West Indies,1981,1991,81,115,11,3322,139,31.94,5,16,8,10,139,,https://cdn.britannica.com/05/5105-050-047187C4/West-Indies.jpg,https://upload.wikimedia.org/wikipedia/en/9/9b/Cricket_West_Indies_Logo_2017.png
